event_id,source,title,summary,url,published_at,ingested_at,category,language,location,author,entities,sentiment,relevance_score
evt_000466,Al Jazeera,AP News reports scientist after review,Short abstract 466,https://publisher.io/article/349768,2025-08-31 20:48:37.732433+00:00,2025-08-31 21:03:37.732433+00:00,technology,fr,BR,Staff Writer,"{""key"": ""value""}",0.022424763253042,0.320736194410755
evt_000467,NYTimes,ESPN reports market as season starts,Short abstract 467,https://example.com/article/387465,2025-09-02 08:34:37.732433+00:00,2025-09-02 17:14:37.732433+00:00,world,en,BR,Staff Writer,"[""ai"", ""economy""]",-0.13204141218022,0.33625676728095505
evt_000468,BBC,TechCrunch wins team after review,Short abstract 468,https://media.org/article/593073,2025-09-01 16:56:37.732433+00:00,2025-09-02 01:02:37.732433+00:00,business,en,DE,,"{""key"": ""value""}",-0.41211522667829004,0.10875982353896801
evt_000469,CNN,NYTimes files policy as season starts,Short abstract 469,https://news.com/article/729966,2025-08-31 19:45:37.732433+00:00,2025-09-01 01:42:37.732433+00:00,world,en,DE,,"{""key"": ""value""}",0.5143747501802161,0.278850561865568
evt_000470,AP News,TechCrunch announces economy amid growth,Short abstract 470,https://site.net/article/944687,2025-08-30 16:00:37.732433+00:00,2025-08-31 00:20:37.732433+00:00,world,en,BR,Staff Writer,"{""key"": ""value""}",0.41703197163257305,0.38039554652711005
evt_000471,AP News,CNN reveals chip in new study,Short abstract 471,https://example.com/article/801800,2025-08-30 16:05:37.732433+00:00,2025-08-30 17:53:37.732433+00:00,business,fr,US,Staff Writer,"{""key"": ""value""}",0.899480349039786,0.24179762333830002
evt_000472,The Verge,Reuters debuts AI model citing demand,Short abstract 472,https://media.org/article/243322,2025-08-31 01:18:37.732433+00:00,2025-08-31 09:00:37.732433+00:00,health,en,AU,Staff Writer,"{""key"": ""value""}",-0.401120821048477,0.22393771867210202
evt_000473,Reuters,TechCrunch debuts market in new study,Short abstract 473,https://example.com/article/622609,2025-09-01 05:38:37.732433+00:00,2025-09-01 11:04:37.732433+00:00,economy,es,US,Staff Writer,"{""key"": ""value""}",0.214320360509534,0.24598887078665102
evt_000474,BBC,NYTimes debuts team citing demand,Short abstract 474,https://example.com/article/582106,2025-08-31 01:35:37.732433+00:00,2025-08-31 02:24:37.732433+00:00,,es,DE,Staff Writer,"[""ai"", ""economy""]",-0.5733380564176891,0.131648256613179
evt_000475,CNN,BBC launches policy citing demand,Short abstract 475,https://news.com/article/229994,2025-08-30 22:12:37.732433+00:00,2025-08-31 04:23:37.732433+00:00,politics,en,IN,Staff Writer,"[""ai"", ""economy""]",-0.017058568866478,0.46431745220642706
evt_000476,CNN,TechCrunch investigates chip after review,Short abstract 476,https://publisher.io/article/586288,2025-08-31 01:51:37.732433+00:00,2025-08-31 14:33:37.732433+00:00,world,en,IN,Staff Writer,"[""ai"", ""economy""]",0.26939175516171404,0.14812056586053202
evt_000477,CNN,ESPN announces policy as season starts,Short abstract 477,https://media.org/article/779584,2025-09-01 12:55:37.732433+00:00,2025-09-01 16:52:37.732433+00:00,finance,fr,,Staff Writer,"[""ai"", ""economy""]",0.18647330760545602,0.49661374733878505
,Al Jazeera,TechCrunch expands market after review,Short abstract 478,https://site.net/article/170192,2025-09-02 09:05:37.732433+00:00,2025-09-02 11:42:37.732433+00:00,science,en,,Staff Writer,"[""ai"", ""economy""]",0.607650616650745,0.28032960783181504
evt_000479,Al Jazeera,AP News secures market citing demand,Short abstract 479,https://site.net/article/619822,2025-09-01 21:19:37.732433+00:00,2025-09-01 23:42:37.732433+00:00,health,en,GB,Staff Writer,"{""key"": ""value""}",-0.9423150166827271,0.131064408181355
evt_000480,The Verge,ESPN reveals market after review,Short abstract 480,https://news.com/article/570089,2025-09-02 14:37:37.732433+00:00,2025-09-03 01:40:37.732433+00:00,entertainment,es,BR,Staff Writer,"{""key"": ""value""}",-0.138225029412045,0.060305044595439006
evt_000481,Bloomberg,AP News reveals AI model in partnership,Short abstract 481,https://site.net/article/252162,2025-09-01 15:55:37.732433+00:00,2025-09-02 02:50:37.732433+00:00,politics,en,AU,Staff Writer,"[""ai"", ""economy""]",-0.9509729288214721,0.28635036363446803
evt_000482,Al Jazeera,BBC announces AI model amid growth,Short abstract 482,https://news.com/article/627820,2025-08-31 02:56:37.732433+00:00,2025-08-31 15:55:37.732433+00:00,,es,GB,Staff Writer,"{""key"": ""value""}",0.197408651831866,0.616803784657986
evt_000483,Al Jazeera,BBC files government as season starts,Short abstract 483,https://media.org/article/735498,2025-09-01 12:10:37.732433+00:00,2025-09-02 00:30:37.732433+00:00,politics,en,CA,Staff Writer,"[""ai"", ""economy""]",0.062017913201334006,0.40462357779093105
evt_000484,Bloomberg,NYTimes reports startup in partnership,Short abstract 484,https://publisher.io/article/256070,2025-08-30 23:25:37.732433+00:00,2025-08-31 10:27:37.732433+00:00,,fr,CA,Staff Writer,"[""ai"", ""economy""]",0.8826146142633141,0.7094954692108181
evt_000485,The Verge,ESPN reports AI model after review,Short abstract 485,https://site.net/article/238092,2025-09-01 04:18:37.732433+00:00,2025-09-01 15:04:37.732433+00:00,,en,DE,Staff Writer,"[""ai"", ""economy""]",0.7917057142026731,0.5618366535865731
evt_000486,BBC,Bloomberg launches device in partnership,Short abstract 486,https://media.org/article/284870,2025-09-01 00:21:37.732433+00:00,2025-09-01 11:51:37.732433+00:00,,fr,DE,Staff Writer,"{""key"": ""value""}",-0.232692565563119,0.273272454188975
evt_000487,Bloomberg,ESPN files economy in new study,Short abstract 487,https://news.com/article/775288,2025-09-01 04:54:37.732433+00:00,2025-09-01 05:02:37.732433+00:00,world,es,,Staff Writer,"[""ai"", ""economy""]",,0.054659702652205
evt_000488,AP News,The Verge files vaccine citing demand,Short abstract 488,https://media.org/article/964817,2025-08-31 07:51:37.732433+00:00,2025-08-31 08:35:37.732433+00:00,entertainment,,US,Staff Writer,"[""ai"", ""economy""]",0.11155176407730101,0.36696752595799603
evt_000489,The Verge,NYTimes announces chip in new study,Short abstract 489,https://news.com/article/353904,2025-09-01 23:11:37.732433+00:00,2025-09-02 01:10:37.732433+00:00,health,fr,DE,Staff Writer,"[""ai"", ""economy""]",0.064945104920128,0.17651291974896102
evt_000490,Bloomberg,NYTimes investigates policy as season starts,Short abstract 490,https://publisher.io/article/774181,2025-09-01 00:30:37.732433+00:00,2025-09-01 12:19:37.732433+00:00,technology,es,DE,Staff Writer,"{""key"": ""value""}",-0.40447119945500404,0.6004152905443041
evt_000491,TechCrunch,Bloomberg expands startup as season starts,Short abstract 491,https://media.org/article/359782,2025-09-02 04:32:37.732433+00:00,2025-09-02 14:34:37.732433+00:00,business,en,,Staff Writer,"{""key"": ""value""}",0.239542671431018,0.44164728583466306
evt_000492,NYTimes,NYTimes secures startup in new study,Short abstract 492,https://site.net/article/708408,2025-09-02 01:11:37.732433+00:00,2025-09-02 01:12:37.732433+00:00,health,en,US,Staff Writer,"{""key"": ""value""}",-0.38979079069114003,0.19198756460863803
evt_000493,BBC,BBC investigates team in partnership,Short abstract 493,https://example.com/article/631098,2025-08-31 22:53:37.732433+00:00,2025-08-31 22:54:37.732433+00:00,business,en,FR,Staff Writer,"[""ai"", ""economy""]",-0.668162782923007,0.24723598277888703
evt_000494,ESPN,TechCrunch wins startup citing demand,Short abstract 494,https://publisher.io/article/439806,2025-09-01 02:26:37.732433+00:00,2025-09-01 02:34:37.732433+00:00,finance,en,FR,Staff Writer,"[""ai"", ""economy""]",0.9363785617178431,0.17618420158730003
evt_000495,AP News,NYTimes files chip in new study,Short abstract 495,https://publisher.io/article/367786,2025-08-30 20:25:37.732433+00:00,2025-08-31 04:24:37.732433+00:00,economy,en,IN,,"{""key"": ""value""}",0.133006638180605,0.216037199993022
evt_000496,TechCrunch,The Verge reveals market after review,Short abstract 496,https://media.org/article/826860,2025-08-31 11:45:37.732433+00:00,2025-08-31 17:51:37.732433+00:00,business,,DE,Staff Writer,"{""key"": ""value""}",-0.159343687664726,0.37901181668403106
evt_000497,The Verge,Bloomberg files policy as season starts,Short abstract 497,https://example.com/article/470401,2025-08-31 05:17:37.732433+00:00,2025-08-31 14:08:37.732433+00:00,technology,es,,Staff Writer,"[""ai"", ""economy""]",-0.67989533133541,0.102863335746777
evt_000498,BBC,AP News investigates chip amid growth,Short abstract 498,https://site.net/article/141113,2025-08-30 17:11:37.732433+00:00,2025-08-31 00:34:37.732433+00:00,politics,fr,CA,Staff Writer,"[""ai"", ""economy""]",0.518291203910426,0.165953386024383
evt_000499,CNN,AP News wins chip following earnings,Short abstract 499,https://example.com/article/349746,2025-08-31 10:48:37.732433+00:00,2025-08-31 17:22:37.732433+00:00,politics,en,US,,"[""ai"", ""economy""]",-0.18003631349427002,0.23819602634917103
evt_000500,BBC,NYTimes expands device following earnings,Short abstract 500,https://example.com/article/977246,2025-09-01 20:22:37.732433+00:00,2025-09-02 03:18:37.732433+00:00,world,en,DE,Staff Writer,"[""ai"", ""economy""]",-0.017147291506869,0.372523103822054
evt_000501,BBC,Al Jazeera secures startup in new study,Short abstract 501,https://publisher.io/article/447425,2025-08-31 00:47:37.732433+00:00,2025-08-31 10:49:37.732433+00:00,business,en,BR,Staff Writer,"[""ai"", ""economy""]",0.5627304746378541,0.346415289653539
evt_000502,TechCrunch,Bloomberg expands market as season starts,Short abstract 502,https://example.com/article/591796,2025-09-02 14:25:37.732433+00:00,2025-09-02 20:10:37.732433+00:00,business,en,FR,Staff Writer,"{""key"": ""value""}",0.23129930257887502,0.448597692254929
evt_000503,NYTimes,ESPN expands team in new study,Short abstract 503,https://media.org/article/610054,2025-08-31 05:33:37.732433+00:00,2025-08-31 06:05:37.732433+00:00,politics,es,AU,,"{""key"": ""value""}",0.418499241399293,0.6056356451422541
evt_000504,TechCrunch,CNN reports scientist after review,Short abstract 504,https://example.com/article/520806,2025-09-02 00:14:37.732433+00:00,2025-09-02 03:59:37.732433+00:00,entertainment,,US,Staff Writer,"{""key"": ""value""}",-0.16038384149575802,0.29906946057203304
evt_000505,Al Jazeera,BBC secures vaccine following earnings,Short abstract 505,https://site.net/article/142037,2025-08-30 16:22:37.732433+00:00,2025-08-31 00:08:37.732433+00:00,business,en,DE,Staff Writer,"[""ai"", ""economy""]",-0.6911780778719631,0.501747158218397
evt_000506,BBC,CNN investigates government as season starts,Short abstract 506,https://publisher.io/article/216654,2025-09-02 11:52:37.732433+00:00,2025-09-02 21:44:37.732433+00:00,world,en,DE,,"{""key"": ""value""}",-0.196070274452934,0.29796569429587905
evt_000507,Bloomberg,The Verge wins startup in partnership,Short abstract 507,https://publisher.io/article/988846,2025-09-02 00:52:37.732433+00:00,2025-09-02 13:13:37.732433+00:00,politics,en,BR,Staff Writer,"[""ai"", ""economy""]",0.736464886863715,0.36018328879404504
,CNN,TechCrunch files team citing demand,Short abstract 508,https://example.com/article/178679,2025-09-01 10:47:37.732433+00:00,2025-09-01 16:53:37.732433+00:00,finance,,,Staff Writer,"{""key"": ""value""}",-0.086787831168911,0.10714633707620501
evt_000509,The Verge,Reuters reveals device amid growth,Short abstract 509,https://media.org/article/117077,2025-08-30 15:47:37.732433+00:00,2025-08-31 01:11:37.732433+00:00,world,en,US,Staff Writer,"[""ai"", ""economy""]",-0.49357184371299406,0.24416423148739003
evt_000510,NYTimes,The Verge reveals policy after review,Short abstract 510,https://site.net/article/571182,2025-08-31 05:40:37.732433+00:00,2025-08-31 13:38:37.732433+00:00,world,en,IN,,"[""ai"", ""economy""]",-0.43935236667612804,0.346777780483613
evt_000511,ESPN,The Verge debuts AI model in new study,Short abstract 511,https://news.com/article/189039,2025-09-01 03:47:37.732433+00:00,2025-09-01 10:08:37.732433+00:00,politics,en,,Staff Writer,"[""ai"", ""economy""]",0.31545476317994003,0.20371427354332702
evt_000512,BBC,TechCrunch debuts AI model citing demand,Short abstract 512,https://example.com/article/815350,2025-09-01 20:55:37.732433+00:00,2025-09-02 09:47:37.732433+00:00,business,es,,Staff Writer,"{""key"": ""value""}",0.41237198457947405,0.143410404543711
evt_000513,Bloomberg,Bloomberg launches market following earnings,Short abstract 513,https://news.com/article/716527,2025-09-01 15:49:37.732433+00:00,2025-09-01 17:01:37.732433+00:00,business,en,AU,,"[""ai"", ""economy""]",0.253940358924703,0.473549113942527
evt_000514,Al Jazeera,AP News reveals device citing demand,Short abstract 514,https://news.com/article/933852,2025-09-01 10:40:37.732433+00:00,2025-09-01 11:54:37.732433+00:00,science,en,IN,Staff Writer,"[""ai"", ""economy""]",-0.11204187571524801,0.07491325921022801
evt_000515,ESPN,NYTimes secures policy amid growth,Short abstract 515,https://media.org/article/994303,2025-09-01 15:55:37.732433+00:00,2025-09-01 16:12:37.732433+00:00,technology,en,FR,Staff Writer,"{""key"": ""value""}",-0.13066622311252601,0.28696838703986505
evt_000516,ESPN,The Verge files policy in new study,Short abstract 516,https://publisher.io/article/267522,2025-09-01 22:07:37.732433+00:00,2025-09-02 09:34:37.732433+00:00,world,,AU,Staff Writer,"[""ai"", ""economy""]",0.42220726792147606,0.23070625027296002
evt_000517,TechCrunch,NYTimes secures device in new study,Short abstract 517,https://news.com/article/313232,2025-09-01 09:31:37.732433+00:00,2025-09-01 15:15:37.732433+00:00,sports,,DE,Staff Writer,"{""key"": ""value""}",-0.5964884888173071,0.00572018830709
evt_000518,ESPN,Reuters debuts policy in new study,Short abstract 518,https://site.net/article/297050,2025-08-31 03:35:37.732433+00:00,2025-08-31 13:04:37.732433+00:00,politics,fr,IN,Staff Writer,"[""ai"", ""economy""]",-0.029438830037942003,0.18108244124944903
evt_000519,CNN,NYTimes investigates scientist in partnership,Short abstract 519,https://news.com/article/436301,2025-08-31 11:26:37.732433+00:00,2025-08-31 12:48:37.732433+00:00,technology,fr,US,Staff Writer,"{""key"": ""value""}",0.037782900806136006,0.13334022540529
evt_000520,TechCrunch,ESPN reveals market as season starts,Short abstract 520,https://site.net/article/248418,2025-09-02 02:45:37.732433+00:00,2025-09-02 13:09:37.732433+00:00,economy,en,IN,,"[""ai"", ""economy""]",-0.250586391238158,0.13567932252280301
evt_000521,NYTimes,ESPN launches team citing demand,Short abstract 521,https://example.com/article/170894,2025-08-31 04:26:37.732433+00:00,2025-08-31 11:43:37.732433+00:00,world,en,BR,,"{""key"": ""value""}",0.09135074253822001,0.168277098103865
evt_000522,AP News,AP News investigates market following earnings,Short abstract 522,https://publisher.io/article/969490,2025-08-31 09:42:37.732433+00:00,2025-08-31 09:52:37.732433+00:00,business,fr,AU,Staff Writer,"{""key"": ""value""}",0.717800881907475,0.559620738853296
evt_000523,TechCrunch,Al Jazeera expands startup in new study,Short abstract 523,https://example.com/article/186077,2025-08-31 20:52:37.732433+00:00,2025-08-31 22:08:37.732433+00:00,technology,en,AU,Staff Writer,"[""ai"", ""economy""]",0.15285620822338,0.22204633366279403
evt_000524,BBC,NYTimes secures scientist as season starts,Short abstract 524,https://example.com/article/904461,2025-08-31 11:13:37.732433+00:00,2025-08-31 12:51:37.732433+00:00,sports,,FR,Staff Writer,"{""key"": ""value""}",0.196321615275789,0.24774816316531703
evt_000525,TechCrunch,Al Jazeera reports device in new study,Short abstract 525,https://example.com/article/201823,2025-09-01 09:21:37.732433+00:00,2025-09-01 10:27:37.732433+00:00,business,,,Staff Writer,"{""key"": ""value""}",,0.34462680978165505
evt_000526,Reuters,BBC expands economy after review,Short abstract 526,https://site.net/article/513918,2025-09-02 04:00:37.732433+00:00,2025-09-02 13:39:37.732433+00:00,sports,,DE,Staff Writer,"[""ai"", ""economy""]",,0.541779757880758
evt_000527,NYTimes,ESPN launches team after review,Short abstract 527,https://site.net/article/416223,2025-08-31 04:47:37.732433+00:00,2025-08-31 05:15:37.732433+00:00,,fr,,Staff Writer,"{""key"": ""value""}",,0.44744771685148105
evt_000528,CNN,BBC launches startup following earnings,Short abstract 528,https://publisher.io/article/371495,2025-08-30 17:56:37.732433+00:00,2025-08-31 03:04:37.732433+00:00,world,en,AU,Staff Writer,"[""ai"", ""economy""]",-0.5549279556144611,0.46003426698432504
evt_000529,Bloomberg,Bloomberg reveals startup amid growth,Short abstract 529,https://media.org/article/874114,2025-09-01 07:52:37.732433+00:00,2025-09-01 11:00:37.732433+00:00,economy,en,US,Staff Writer,"{""key"": ""value""}",0.25294964690258603,0.559330009387579
evt_000530,ESPN,BBC announces economy following earnings,Short abstract 530,https://example.com/article/105459,2025-08-31 03:17:37.732433+00:00,2025-08-31 11:30:37.732433+00:00,world,en,,Staff Writer,"[""ai"", ""economy""]",0.25401230488111604,0.25665123555594904
,Al Jazeera,The Verge announces policy after review,Short abstract 531,https://example.com/article/310035,2025-08-31 14:55:37.732433+00:00,2025-08-31 15:13:37.732433+00:00,economy,en,CA,,"{""key"": ""value""}",0.103099221792946,0.30168345858551004
evt_000532,TechCrunch,AP News debuts economy after review,Short abstract 532,https://media.org/article/257351,2025-09-02 01:03:37.732433+00:00,2025-09-02 05:17:37.732433+00:00,business,es,IN,Staff Writer,"[""ai"", ""economy""]",0.443461468372677,0.19320388217370102
evt_000533,BBC,BBC debuts policy following earnings,Short abstract 533,https://media.org/article/788010,2025-09-01 13:15:37.732433+00:00,2025-09-01 19:25:37.732433+00:00,business,en,AU,Staff Writer,"[""ai"", ""economy""]",0.7484466454191561,0.152506055041182
evt_000534,Al Jazeera,AP News announces government after review,Short abstract 534,https://site.net/article/655386,2025-09-02 13:45:37.732433+00:00,2025-09-02 21:51:37.732433+00:00,world,,FR,Staff Writer,"[""ai"", ""economy""]",0.297752306579464,0.30302249904293005
evt_000535,Reuters,The Verge reports scientist after review,Short abstract 535,https://site.net/article/342469,2025-09-01 18:57:37.732433+00:00,2025-09-02 03:31:37.732433+00:00,science,en,AU,,"{""key"": ""value""}",,0.25182576898290204
evt_000536,TechCrunch,The Verge secures market following earnings,Short abstract 536,https://publisher.io/article/127143,2025-08-31 09:20:37.732433+00:00,2025-08-31 18:37:37.732433+00:00,business,en,IN,Staff Writer,"{""key"": ""value""}",0.6176250851211631,0.689337186137988
evt_000537,BBC,ESPN secures government following earnings,Short abstract 537,https://publisher.io/article/454773,2025-09-02 02:15:37.732433+00:00,2025-09-02 07:19:37.732433+00:00,science,fr,IN,Staff Writer,"[""ai"", ""economy""]",0.7228512494070191,0.42040607372035005
evt_000538,Bloomberg,Bloomberg debuts vaccine in new study,Short abstract 538,https://example.com/article/256388,2025-09-02 04:23:37.732433+00:00,2025-09-02 06:32:37.732433+00:00,technology,en,DE,Staff Writer,"{""key"": ""value""}",0.85728989067272,0.32624712456694804
evt_000539,Reuters,Al Jazeera expands scientist citing demand,Short abstract 539,https://news.com/article/660311,2025-09-01 23:10:37.732433+00:00,2025-09-02 04:47:37.732433+00:00,economy,fr,GB,,"{""key"": ""value""}",-0.08635677674662101,0.331629984801428
evt_000540,NYTimes,Bloomberg reports team in new study,Short abstract 540,https://news.com/article/608030,2025-08-31 10:05:37.732433+00:00,2025-08-31 15:23:37.732433+00:00,entertainment,en,BR,,"[""ai"", ""economy""]",0.516241296653636,0.17392824171036
evt_000541,TechCrunch,NYTimes investigates policy amid growth,Short abstract 541,https://example.com/article/474347,2025-09-01 13:16:37.732433+00:00,2025-09-02 00:11:37.732433+00:00,health,en,BR,Staff Writer,"[""ai"", ""economy""]",-0.539100094935419,0.674935305706847
evt_000542,BBC,Reuters wins scientist in new study,Short abstract 542,https://publisher.io/article/258172,2025-08-31 16:30:37.732433+00:00,2025-09-01 03:39:37.732433+00:00,sports,en,CA,Staff Writer,"{""key"": ""value""}",,0.335119270205738
evt_000543,NYTimes,Al Jazeera investigates policy citing demand,Short abstract 543,https://example.com/article/362325,2025-09-01 06:00:37.732433+00:00,2025-09-01 18:46:37.732433+00:00,politics,es,IN,,"[""ai"", ""economy""]",-0.45479988657416504,0.06861302312501501
evt_000544,Reuters,BBC reports economy citing demand,Short abstract 544,https://example.com/article/432808,2025-08-30 21:48:37.732433+00:00,2025-08-31 05:17:37.732433+00:00,health,en,AU,Staff Writer,"{""key"": ""value""}",,0.315725081852515
evt_000545,BBC,CNN files scientist in partnership,Short abstract 545,https://example.com/article/429258,2025-09-01 06:57:37.732433+00:00,2025-09-01 16:52:37.732433+00:00,health,,,Staff Writer,"{""key"": ""value""}",-0.22769810554896602,0.045231421511583006
evt_000546,ESPN,AP News announces policy following earnings,Short abstract 546,https://news.com/article/334196,2025-09-01 20:29:37.732433+00:00,2025-09-02 00:29:37.732433+00:00,technology,en,AU,Staff Writer,"{""key"": ""value""}",0.014565736558704,0.17042788118855
evt_000547,Reuters,NYTimes wins economy in new study,Short abstract 547,https://publisher.io/article/882573,2025-09-02 05:57:37.732433+00:00,2025-09-02 10:30:37.732433+00:00,health,,GB,,"[""ai"", ""economy""]",-0.648822337930351,0.21262637007465202
evt_000548,The Verge,Al Jazeera files market citing demand,Short abstract 548,https://example.com/article/756635,2025-09-01 23:42:37.732433+00:00,2025-09-02 00:21:37.732433+00:00,world,en,AU,Staff Writer,"{""key"": ""value""}",-0.30600886760593005,0.47418630396665706
evt_000549,Al Jazeera,Reuters launches policy after review,Short abstract 549,https://media.org/article/319592,2025-09-01 12:02:37.732433+00:00,2025-09-01 12:02:37.732433+00:00,politics,en,GB,,"[""ai"", ""economy""]",0.211054186173422,0.307318543157378
evt_000550,CNN,Al Jazeera debuts economy in new study,Short abstract 550,https://example.com/article/333414,2025-08-30 16:08:37.732433+00:00,2025-08-31 03:08:37.732433+00:00,technology,es,US,Staff Writer,"{""key"": ""value""}",0.182582754771788,0.5294221069535651
evt_000551,Bloomberg,ESPN launches AI model after review,Short abstract 551,https://site.net/article/997002,2025-09-01 07:00:37.732433+00:00,2025-09-01 17:24:37.732433+00:00,politics,,FR,Staff Writer,"{""key"": ""value""}",-0.287069775735091,0.27215866404813505
evt_000552,Al Jazeera,ESPN launches startup amid growth,Short abstract 552,https://media.org/article/429367,2025-08-31 08:12:37.732433+00:00,2025-08-31 09:35:37.732433+00:00,finance,fr,BR,,"{""key"": ""value""}",0.34793579421188603,0.546177512543889
evt_000553,Reuters,NYTimes reports device in partnership,Short abstract 553,https://news.com/article/472806,2025-09-02 03:44:37.732433+00:00,2025-09-02 04:28:37.732433+00:00,world,,IN,,"[""ai"", ""economy""]",0.47521788133959103,0.083713743452361
evt_000554,Al Jazeera,Reuters launches chip citing demand,Short abstract 554,https://site.net/article/375965,2025-08-31 16:31:37.732433+00:00,2025-08-31 18:35:37.732433+00:00,business,,IN,Staff Writer,"{""key"": ""value""}",0.44265025521419704,0.620969988659367
evt_000555,AP News,CNN files team in partnership,Short abstract 555,https://publisher.io/article/612733,2025-09-02 04:03:37.732433+00:00,2025-09-02 09:40:37.732433+00:00,,en,,,"{""key"": ""value""}",0.71529760494255,0.25128738838354203
evt_000556,Reuters,ESPN debuts market citing demand,Short abstract 556,https://news.com/article/190569,2025-09-02 13:13:37.732433+00:00,2025-09-02 16:31:37.732433+00:00,economy,en,,Staff Writer,"{""key"": ""value""}",0.838118144140723,0.20300797531073903
evt_000557,Bloomberg,TechCrunch expands policy as season starts,Short abstract 557,https://example.com/article/137537,2025-09-01 07:58:37.732433+00:00,2025-09-01 08:03:37.732433+00:00,science,en,,,"[""ai"", ""economy""]",0.357546770374608,0.085671275098588
evt_000558,NYTimes,BBC reports chip in partnership,Short abstract 558,https://media.org/article/585982,2025-09-02 10:07:37.732433+00:00,2025-09-02 10:24:37.732433+00:00,world,en,DE,Staff Writer,"{""key"": ""value""}",-0.28491503711710003,0.335174225897025
evt_000559,Al Jazeera,ESPN announces AI model in new study,Short abstract 559,https://media.org/article/256511,2025-08-31 17:50:37.732433+00:00,2025-08-31 18:46:37.732433+00:00,,en,US,,"[""ai"", ""economy""]",-0.075630978458185,0.585925332294992
evt_000560,Al Jazeera,NYTimes debuts government following earnings,Short abstract 560,https://media.org/article/838288,2025-09-01 11:49:37.732433+00:00,2025-09-01 12:38:37.732433+00:00,,en,,,"{""key"": ""value""}",0.33909028585217604,0.374440798175583
evt_000561,CNN,ESPN expands team following earnings,Short abstract 561,https://publisher.io/article/339529,2025-08-30 18:26:37.732433+00:00,2025-08-30 21:08:37.732433+00:00,technology,en,CA,Staff Writer,"[""ai"", ""economy""]",0.030727787584699004,0.381968711925652
evt_000562,The Verge,The Verge announces policy amid growth,Short abstract 562,https://media.org/article/150400,2025-09-02 06:58:37.732433+00:00,2025-09-02 09:28:37.732433+00:00,technology,fr,FR,Staff Writer,"[""ai"", ""economy""]",-0.260697366280155,0.274637079262579
evt_000563,BBC,The Verge investigates policy in new study,Short abstract 563,https://site.net/article/616392,2025-08-30 21:09:37.732433+00:00,2025-08-30 21:13:37.732433+00:00,technology,en,,Staff Writer,"[""ai"", ""economy""]",-0.616669706436761,0.05873304192371401
evt_000564,Bloomberg,BBC secures scientist citing demand,Short abstract 564,https://example.com/article/782713,2025-08-31 15:44:37.732433+00:00,2025-08-31 18:16:37.732433+00:00,technology,fr,CA,Staff Writer,"[""ai"", ""economy""]",,0.124677214205632
evt_000565,NYTimes,AP News expands chip citing demand,Short abstract 565,https://publisher.io/article/635342,2025-09-01 09:56:37.732433+00:00,2025-09-01 11:30:37.732433+00:00,,en,GB,Staff Writer,"{""key"": ""value""}",,0.14178747439508302
evt_000566,CNN,Reuters reveals market in new study,Short abstract 566,https://media.org/article/390014,2025-09-01 19:43:37.732433+00:00,2025-09-01 21:12:37.732433+00:00,economy,fr,AU,Staff Writer,"{""key"": ""value""}",0.470510212206502,0.207579222828075
evt_000567,CNN,Bloomberg investigates market as season starts,Short abstract 567,https://news.com/article/172174,2025-09-02 06:12:37.732433+00:00,2025-09-02 12:19:37.732433+00:00,business,es,AU,Staff Writer,"{""key"": ""value""}",-0.6173772063438601,0.029380807233823
evt_000568,NYTimes,Bloomberg reports market in partnership,Short abstract 568,https://publisher.io/article/177904,2025-08-31 16:13:37.732433+00:00,2025-09-01 03:08:37.732433+00:00,health,en,AU,,"{""key"": ""value""}",0.788901750614828,0.09359559774325801
evt_000569,Reuters,Bloomberg files economy as season starts,Short abstract 569,https://news.com/article/896674,2025-08-31 03:46:37.732433+00:00,2025-08-31 05:22:37.732433+00:00,politics,,IN,,"[""ai"", ""economy""]",-0.22123878195197302,0.463800840257836
evt_000570,NYTimes,BBC reveals policy citing demand,Short abstract 570,https://news.com/article/404798,2025-08-30 17:17:37.732433+00:00,2025-08-31 05:12:37.732433+00:00,health,fr,US,Staff Writer,"{""key"": ""value""}",0.102943896382231,0.26696453949624505
evt_000571,Bloomberg,AP News files scientist as season starts,Short abstract 571,https://publisher.io/article/582518,2025-09-02 06:09:37.732433+00:00,2025-09-02 06:31:37.732433+00:00,politics,fr,CA,Staff Writer,"[""ai"", ""economy""]",0.32597204423506204,0.362749451338902
evt_000572,TechCrunch,TechCrunch launches market following earnings,Short abstract 572,https://news.com/article/998773,2025-09-01 21:33:37.732433+00:00,2025-09-01 22:06:37.732433+00:00,,es,US,,"[""ai"", ""economy""]",-0.972798473645425,0.67245634028191
evt_000573,TechCrunch,TechCrunch reveals device in partnership,Short abstract 573,https://media.org/article/164195,2025-09-01 06:14:37.732433+00:00,2025-09-01 10:20:37.732433+00:00,finance,en,IN,,"[""ai"", ""economy""]",-0.09604502127846601,0.8025665777448351
evt_000574,Bloomberg,BBC investigates device after review,Short abstract 574,https://publisher.io/article/226270,2025-09-01 15:00:37.732433+00:00,2025-09-01 18:02:37.732433+00:00,entertainment,es,BR,Staff Writer,"[""ai"", ""economy""]",0.9972314909801101,0.038586599640520004
evt_000575,Al Jazeera,TechCrunch debuts policy citing demand,Short abstract 575,https://news.com/article/466280,2025-09-01 02:32:37.732433+00:00,2025-09-01 08:09:37.732433+00:00,technology,fr,IN,,"[""ai"", ""economy""]",-0.047757691044946,0.28655122159578
